"","Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR","CEC","Ndep_1984_2015","CRU_MAT_Initial","CRU_MAT_Final","CRU_MAP_Initial","CRU_MAP_Final","CRU_MAT_mean","CRU_MAP_mean","RowID","logNadd","logNadd2","logNdep","logNdep2","Feeding_GuildUsed","Feeding_GuildCode","Habitat"
"21","Song_2017",2017,120,"120c",2013,2014,2,4,"Asia","China","Kaifeng",34.809088,114.369902,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",100,"Added","NH4NO3",24,229.99,6,29.24,11.94,111.78,6,40.56,16.56,"FromSE","Baermann funnel","Individuals/100 gr dry soil",NA,NA,NA,"Grassland","Experimental grassland in Henan Uni","14.4","625",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different sampling dates; data extracted using Digitizelt","Treatment",111.78,229.99,40.56,29.24,2.05752370728216,0.721503175875567,0.711878122524931,0.0246379576825391,0.0248823565742333,23.0666675567627,17.2706832885742,15.375,15.3916673660278,47.9000015258789,49.3250007629395,15.3833336830139,48.6125011444092,21,2,4,1.23730952011448,1.53093484856592,"Bacterivore",1,"Non-forest"
"22","Song_2017",2017,120,"120d",2013,2014,2,4,"Asia","China","Kaifeng",34.809088,114.369902,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",100,"Added","NH4NO3",24,158.33,6,68.04,27.78,161.95,6,61.56,25.13,"FromSE","Baermann funnel","Individuals/100 gr dry soil",NA,NA,NA,"Grassland","Experimental grassland in Henan Uni","14.4","625",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different sampling dates; data extracted using Digitizelt","Treatment",161.95,158.33,61.56,68.04,0.977647422043841,-0.0226061831039954,-0.019257574354198,0.0548602765282724,0.0556239021940212,23.0666675567627,17.2706832885742,15.375,15.3916673660278,47.9000015258789,49.3250007629395,15.3833336830139,48.6125011444092,22,2,4,1.23730952011448,1.53093484856592,"Fungivore",2,"Non-forest"
"23","Song_2017",2017,120,"120e",2013,2014,2,4,"Asia","China","Kaifeng",34.809088,114.369902,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Plant-parasite","YES","YES","0-10","NO","",100,"Added","NH4NO3",24,97.21,6,36.53,14.91,58.02,6,35.56,14.52,"FromSE","Baermann funnel","Individuals/100 gr dry soil",NA,NA,NA,"Grassland","Experimental grassland in Henan Uni","14.4","625",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different sampling dates; data extracted using Digitizelt","Treatment",58.02,97.21,35.56,36.53,1.6754567390555,0.51608580813972,0.496550572280959,0.0861417728844276,0.088378499583403,23.0666675567627,17.2706832885742,15.375,15.3916673660278,47.9000015258789,49.3250007629395,15.3833336830139,48.6125011444092,23,2,4,1.23730952011448,1.53093484856592,"Parasite",4,"Non-forest"
"24","Song_2017",2017,120,"120f",2013,2014,2,4,"Asia","China","Kaifeng",34.809088,114.369902,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Predator/Omnivore","YES","YES","0-10","NO","",100,"Added","NH4NO3",24,26.41,6,17.32,7.07,36.27,6,14.63,5.97,"FromSE","Baermann funnel","Individuals/100 gr dry soil",NA,NA,NA,"Grassland","Experimental grassland in Henan Uni","14.4","625",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different sampling dates; data extracted using Digitizelt","Treatment",36.27,26.41,14.63,17.32,0.728149986214502,-0.31724822698577,-0.294965944629438,0.0987986458329119,0.101735439044524,23.0666675567627,17.2706832885742,15.375,15.3916673660278,47.9000015258789,49.3250007629395,15.3833336830139,48.6125011444092,24,2,4,1.23730952011448,1.53093484856592,"Predator-Omnivore",5,"Non-forest"
"25","Song_2017",2017,121,"121c",2013,2014,2,4,"Asia","China","Kaifeng",34.809088,114.369902,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",100,"Added","NH4NO3",24,165.54,6,66.03,26.96,100.87,6,43.39,17.71,"FromSE","Baermann funnel","Individuals/100 gr dry soil",NA,NA,NA,"Grassland","Experimental grassland in Henan Uni","14.4","625",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different sampling dates; data extracted using Digitizelt","Treatment",100.87,165.54,43.39,66.03,1.64112223654208,0.495380298390506,0.493219198439922,0.0573563285886224,0.0581834360489104,23.0666675567627,17.2706832885742,15.375,15.3916673660278,47.9000015258789,49.3250007629395,15.3833336830139,48.6125011444092,25,2,4,1.23730952011448,1.53093484856592,"Bacterivore",1,"Non-forest"
"26","Song_2017",2017,121,"121d",2013,2014,2,4,"Asia","China","Kaifeng",34.809088,114.369902,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",100,"Added","NH4NO3",24,69.49,6,43.74,17.86,116.43,6,38.88,15.87,"FromSE","Baermann funnel","Individuals/100 gr dry soil",NA,NA,NA,"Grassland","Experimental grassland in Henan Uni","14.4","625",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different sampling dates; data extracted using Digitizelt","Treatment",116.43,69.49,38.88,43.74,0.596839302585244,-0.516107376722689,-0.492383517387419,0.0846184805552374,0.0869713738698664,23.0666675567627,17.2706832885742,15.375,15.3916673660278,47.9000015258789,49.3250007629395,15.3833336830139,48.6125011444092,26,2,4,1.23730952011448,1.53093484856592,"Fungivore",2,"Non-forest"
"27","Song_2017",2017,121,"121e",2013,2014,2,4,"Asia","China","Kaifeng",34.809088,114.369902,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Plant-parasite","YES","YES","0-10","NO","",100,"Added","NH4NO3",24,78.78,6,35.07,14.32,52.51,6,24.36,9.94,"FromSE","Baermann funnel","Individuals/100 gr dry soil",NA,NA,NA,"Grassland","Experimental grassland in Henan Uni","14.4","625",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different sampling dates; data extracted using Digitizelt","Treatment",52.51,78.78,24.36,35.07,1.50028565987431,0.405655529892992,0.40423525954861,0.0688974612791762,0.0700861934897062,23.0666675567627,17.2706832885742,15.375,15.3916673660278,47.9000015258789,49.3250007629395,15.3833336830139,48.6125011444092,27,2,4,1.23730952011448,1.53093484856592,"Parasite",4,"Non-forest"
"28","Song_2017",2017,121,"121f",2013,2014,2,4,"Asia","China","Kaifeng",34.809088,114.369902,100,"Nematoda",NA,NA,NA,NA,NA,NA,"Predator/Omnivore","YES","YES","0-10","NO","",100,"Added","NH4NO3",24,40.81,6,13.41,5.48,44.4,6,14.39,5.87,"FromSE","Baermann funnel","Individuals/100 gr dry soil",NA,NA,NA,"Grassland","Experimental grassland in Henan Uni","14.4","625",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different sampling dates; data extracted using Digitizelt","Treatment",44.4,40.81,14.39,13.41,0.919144144144144,-0.0843123200204646,-0.0840677316260526,0.0355025854677733,0.0358177536849802,23.0666675567627,17.2706832885742,15.375,15.3916673660278,47.9000015258789,49.3250007629395,15.3833336830139,48.6125011444092,28,2,4,1.23730952011448,1.53093484856592,"Predator-Omnivore",5,"Non-forest"
"29","Li_et_al_2019",2019,124,"124l",2007,2015,9,3,"Asia","China","Sichuan",29.7,103.233333,0,"Nematoda","Chromadorea","Monhysterida",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO","",50,"Added","NH4NO3",9,1,3,0,0,0,3,0,0,"FromSource","Tullgren funnel 48h","Individuals",1,1,NA,"Plantation of Pleioblastus amarus","Plantation of Pleioblastus amarus","6.6-25.7","1489.8","4.6",NA,NA,"Y","Y","Fiona",0,1,1,2,"Table 2","","Treatment",0.166666666666667,1,0.00864669510098072,0.067541984440196,6,1.79175946922805,1.79207119715473,0.00241782392140511,0.00241938256383411,24.3878135681152,21.2148532867432,14.9833335876465,15.1999998092651,91.375,105.091667175293,15.0916666984558,98.2333335876465,29,1.69897000433602,2.88649907563353,1.32664003270984,1.75997377638836,"Unknown",6,"Cultivated"
"30","Zhang_et_al_2018",2018,125,"125a",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",15,"Added","NH4NO3",64,477.59,10,540.18,170.82,619.94,10,810.26,256.23,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",619.94,477.59,810.26,540.18,0.77038100461335,-0.260870075326926,-0.282318053587889,0.298752511053654,0.321525792540353,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,30,1.17609125905568,1.38319064962718,0.845969920759248,0.715665106829408,"Bacterivore",1,"Non-forest"
"31","Zhang_et_al_2018",2018,125,"125a",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",30,"Added","NH4NO3",64,514.19,10,270.09,85.41,619.94,10,810.26,256.23,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",619.94,514.19,810.26,270.09,0.829418976029938,-0.187029852205709,-0.258646395527145,0.19841538093271,0.213386476057689,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,31,1.47712125471966,2.18188720114459,0.845969920759248,0.715665106829408,"Bacterivore",1,"Non-forest"
"32","Zhang_et_al_2018",2018,125,"125a",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",50,"Added","NH4NO3",64,571.13,10,745.96,235.89,619.94,10,810.26,256.23,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",619.94,571.13,810.26,745.96,0.921266574184598,-0.0820058446666424,-0.0821214757743647,0.341417205360136,0.37055864575967,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,32,1.69897000433602,2.88649907563353,0.845969920759248,0.715665106829408,"Bacterivore",1,"Non-forest"
"33","Zhang_et_al_2018",2018,125,"125a",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",100,"Added","NH4NO3",64,746.02,10,360.12,113.88,619.94,10,810.26,256.23,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",619.94,746.02,810.26,360.12,1.20337452011485,0.185129710333199,0.111368602663161,0.194126252235506,0.208988203691967,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,33,2,4,0.845969920759248,0.715665106829408,"Bacterivore",1,"Non-forest"
"34","Zhang_et_al_2018",2018,125,"125a",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",150,"Added","NH4NO3",64,392.18,10,733.1,231.83,619.94,10,810.26,256.23,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",619.94,392.18,810.26,733.1,0.632609607381359,-0.457901781091294,-0.368600762042157,0.520250505673855,0.595890324840544,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,34,2.17609125905568,4.73537316773854,0.845969920759248,0.715665106829408,"Bacterivore",1,"Non-forest"
"35","Zhang_et_al_2018",2018,125,"125a",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",200,"Added","NH4NO3",64,550.8,10,244.37,77.28,619.94,10,810.26,256.23,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",619.94,550.8,810.26,244.37,0.88847307803981,-0.118250932308165,-0.193821172525289,0.190507987141333,0.205292171638968,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,35,2.30102999566398,5.29473904094538,0.845969920759248,0.715665106829408,"Bacterivore",1,"Non-forest"
"36","Zhang_et_al_2018",2018,125,"125a",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Bacterivore","YES","YES","0-10","NO","",300,"Added","NH4NO3",64,408.45,10,591.62,187.09,619.94,10,810.26,256.23,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",619.94,408.45,810.26,591.62,0.65885408265316,-0.417253191374786,-0.39776472625745,0.380625397810253,0.417224121447436,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,36,2.47712125471966,6.13612971058392,0.845969920759248,0.715665106829408,"Bacterivore",1,"Non-forest"
"37","Zhang_et_al_2018",2018,125,"125b",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",15,"Added","NH4NO3",64,151.54,10,129.51,40.96,215.02,10,271.98,86.01,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",215.02,151.54,271.98,129.51,0.704771649148916,-0.349881430553855,-0.393361471720802,0.233037148078642,0.248504240154679,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,37,1.17609125905568,1.38319064962718,0.845969920759248,0.715665106829408,"Fungivore",2,"Non-forest"
"38","Zhang_et_al_2018",2018,125,"125b",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",30,"Added","NH4NO3",64,149.49,10,155.42,49.15,215.02,10,271.98,86.01,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",215.02,149.49,271.98,155.42,0.695237652311413,-0.363501546095659,-0.389455354850369,0.268089612903119,0.286731223228631,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,38,1.47712125471966,2.18188720114459,0.845969920759248,0.715665106829408,"Fungivore",2,"Non-forest"
"39","Zhang_et_al_2018",2018,125,"125b",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",50,"Added","NH4NO3",64,200.68,10,336.73,106.48,215.02,10,271.98,86.01,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",215.02,200.68,271.98,336.73,0.933308529439122,-0.0690194474410298,-0.00824378606685137,0.441548553160895,0.493983515375983,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,39,1.69897000433602,2.88649907563353,0.845969920759248,0.715665106829408,"Fungivore",2,"Non-forest"
"40","Zhang_et_al_2018",2018,125,"125b",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",100,"Added","NH4NO3",64,241.64,10,310.83,98.29,215.02,10,271.98,86.01,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",215.02,241.64,271.98,310.83,1.12380243698261,0.116717968213458,0.119451552864328,0.325464399714277,0.351953641069665,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,40,2,4,0.845969920759248,0.715665106829408,"Fungivore",2,"Non-forest"
"41","Zhang_et_al_2018",2018,125,"125b",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",150,"Added","NH4NO3",64,143.34,10,135.99,43,215.02,10,271.98,86.01,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",215.02,143.34,271.98,135.99,0.666635661798902,-0.405511616491309,-0.440507127654748,0.25000620808566,0.266856669907593,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,41,2.17609125905568,4.73537316773854,0.845969920759248,0.715665106829408,"Fungivore",2,"Non-forest"
"42","Zhang_et_al_2018",2018,125,"125b",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",200,"Added","NH4NO3",64,180.2,10,110.09,34.81,215.02,10,271.98,86.01,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",215.02,180.2,271.98,110.09,0.83806157566738,-0.176663701882845,-0.238001095882768,0.19732244241269,0.210818754885319,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,42,2.30102999566398,5.29473904094538,0.845969920759248,0.715665106829408,"Fungivore",2,"Non-forest"
"43","Zhang_et_al_2018",2018,125,"125b",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Fungivore","YES","YES","0-10","NO","",300,"Added","NH4NO3",64,108.53,10,174.84,55.29,215.02,10,271.98,86.01,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",215.02,108.53,271.98,174.84,0.504743744767928,-0.683704414599159,-0.6339403886075,0.419525282395854,0.466002106321083,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,43,2.47712125471966,6.13612971058392,0.845969920759248,0.715665106829408,"Fungivore",2,"Non-forest"
"44","Zhang_et_al_2018",2018,125,"125c",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Plant-parasite","YES","YES","0-10","NO","",15,"Added","NH4NO3",64,174.43,10,222.08,70.23,382.85,10,286.55,90.61,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",382.85,174.43,286.55,222.08,0.455609246441165,-0.786119752529089,-0.733080988612873,0.218117635730742,0.232824571962694,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,44,1.17609125905568,1.38319064962718,0.845969920759248,0.715665106829408,"Parasite",4,"Non-forest"
"45","Zhang_et_al_2018",2018,125,"125c",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Plant-parasite","YES","YES","0-10","NO","",30,"Added","NH4NO3",64,197.09,10,157.6,49.84,382.85,10,286.55,90.61,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",382.85,197.09,286.55,157.6,0.514796917852945,-0.66398279035473,-0.660022035883596,0.119961616840577,0.123575001795309,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,45,1.47712125471966,2.18188720114459,0.845969920759248,0.715665106829408,"Parasite",4,"Non-forest"
"46","Zhang_et_al_2018",2018,125,"125c",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Plant-parasite","YES","YES","0-10","NO","",50,"Added","NH4NO3",64,142.72,10,114.62,36.25,382.85,10,286.55,90.61,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",382.85,142.72,286.55,114.62,0.372783074311088,-0.986758598727433,-0.982519262866379,0.120518779620418,0.124167945649259,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,46,1.69897000433602,2.88649907563353,0.845969920759248,0.715665106829408,"Parasite",4,"Non-forest"
"47","Zhang_et_al_2018",2018,125,"125c",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Plant-parasite","YES","YES","0-10","NO","",100,"Added","NH4NO3",64,215.21,10,308.04,97.41,382.85,10,286.55,90.61,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",382.85,215.21,286.55,308.04,0.562126159070132,-0.576028971949639,-0.501601412154781,0.260895227488025,0.283451269076549,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,47,2,4,0.845969920759248,0.715665106829408,"Parasite",4,"Non-forest"
"48","Zhang_et_al_2018",2018,125,"125c",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Plant-parasite","YES","YES","0-10","NO","",150,"Added","NH4NO3",64,101.94,10,179.09,56.63,382.85,10,286.55,90.61,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",382.85,101.94,286.55,179.09,0.266266161682121,-1.32325886264724,-1.19694846175912,0.364660909674549,0.413859621808233,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,48,2.17609125905568,4.73537316773854,0.845969920759248,0.715665106829408,"Parasite",4,"Non-forest"
"49","Zhang_et_al_2018",2018,125,"125c",2010,2010,1,1,"Asia","China","Inner_Mongolia_Steppe",48.5,119.7,0,"Nematoda",NA,NA,NA,NA,NA,NA,"Plant-parasite","YES","YES","0-10","NO","",200,"Added","NH4NO3",64,280.91,10,429.82,135.92,382.85,10,286.55,90.61,"FromSE","Counting","Individuals/gr",NA,NA,NA,"Grassland","Experimental grassland in Inner Mongolia","-1.6","328.7",NA,NA,NA,"Y","Y","Fiona",1,1,1,3,"Figure 2","Different studies are different depth of soil; Data extracted using Digitizelt","Treatment",382.85,280.91,286.55,429.82,0.733733838317879,-0.309608934224994,-0.22055887367484,0.290140228998617,0.319115480403445,28.5161323547363,7.01406717300415,-1.22499990463257,-1.22499990463257,25.1083335876465,25.1083335876465,-1.22499990463257,25.1083335876465,49,2.30102999566398,5.29473904094538,0.845969920759248,0.715665106829408,"Parasite",4,"Non-forest"
